Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
144.100	-328.439	135.876
144.140	-280.407	135.916
144.180	-215.630	135.957
144.220	-148.123	135.996
144.260	-78.110	136.037
144.300	-15.598	136.074
144.340	42.939	136.115
144.380	97.850	136.157
144.420	148.526	136.199
144.460	193.328	136.235
144.500	226.907	136.278
144.540	247.335	136.319
144.580	258.465	136.361
144.620	257.706	136.399
144.660	246.389	136.438
144.700	220.353	136.478
144.740	184.157	136.521
144.780	138.045	136.560
144.820	87.350	136.601
144.860	34.783	136.642
144.900	-18.295	136.678
144.940	-72.591	136.719
144.980	-124.274	136.759
145.020	-170.220	136.800
145.060	-208.495	136.840
145.100	-232.442	136.880
145.140	-239.393	136.920
145.180	-232.746	136.962
145.220	-212.687	137.004
145.260	-181.635	137.046
145.300	-141.840	137.080
145.340	-96.226	137.122
145.380	-45.553	137.162
145.420	8.310	137.203
145.460	66.833	137.242
145.500	127.999	137.285
145.540	184.739	137.322
145.580	234.048	137.361
145.620	265.489	137.405
145.660	287.638	137.447
145.700	305.254	137.485
145.740	311.839	137.524
145.780	306.742	137.564
145.820	291.359	137.607
145.860	261.485	137.645
145.900	223.457	137.685
145.940	164.094	137.729
145.980	97.651	137.768
146.020	46.257	137.809
146.060	2.953	137.844
146.100	-45.807	137.890
146.140	-102.043	137.929
146.180	-155.282	137.968
146.220	-204.363	138.004
146.260	-246.993	138.047
146.300	-281.686	138.089
146.340	-300.827	138.127
146.380	-293.652	138.171
146.420	-267.815	138.211
146.460	-230.505	138.249
146.500	-177.614	138.293
146.540	-119.381	138.329
146.580	-56.391	138.371
146.620	10.796	138.409
146.660	77.758	138.451
146.700	138.625	138.492
146.740	192.037	138.530
146.780	236.760	138.568
146.820	272.900	138.610
146.860	295.063	138.654
146.900	302.393	138.691
146.940	289.118	138.733
146.980	259.870	138.772
147.020	219.283	138.810
147.060	160.630	138.853
147.100	81.150	138.891
147.140	-11.257	138.928
147.180	-121.207	138.973
147.220	-237.173	139.012
147.260	-350.539	139.050
147.300	-456.940	139.086
147.340	-555.612	139.133
147.380	-647.865	139.176
147.420	-738.570	139.213
147.460	-810.703	139.257
147.500	-844.632	139.296
147.540	-862.048	139.336
147.580	-869.567	139.372
147.620	-869.161	139.413
147.660	-841.852	139.456
147.700	-806.659	139.494
147.740	-753.959	139.536
147.780	-656.403	139.576
147.820	-536.007	139.616
147.860	-417.833	139.654
147.900	-299.209	139.698
147.940	-184.046	139.739
147.980	-73.524	139.778
148.020	24.530	139.819
148.060	113.156	139.860
148.100	194.128	139.901
148.140	262.998	139.937
148.180	314.459	139.975
148.220	345.973	140.015
148.260	357.713	140.058
148.300	349.404	140.095
148.340	321.223	140.137
148.380	275.121	140.180
148.420	225.257	140.218
148.460	171.449	140.258
148.500	112.623	140.296
148.540	49.880	140.344
148.580	-12.982	140.378
148.620	-65.478	140.419
148.660	-106.767	140.460
148.700	-148.550	140.498
148.740	-191.681	140.542
148.780	-231.045	140.583
148.820	-260.060	140.618
148.860	-268.829	140.663
148.900	-257.650	140.700
148.940	-232.201	140.738
148.980	-199.898	140.777
149.020	-149.819	140.819
149.060	-89.043	140.861
149.100	-29.868	140.900
149.140	24.866	140.941
149.180	74.520	140.980
149.220	117.703	141.023
149.260	154.583	141.060
149.300	181.433	141.099
149.340	193.397	141.143
149.380	188.338	141.180
149.420	167.919	141.222
149.460	134.069	141.264
149.500	89.725	141.301
149.540	40.956	141.339
149.580	-13.494	141.380
149.620	-68.808	141.423
149.660	-124.077	141.463
149.700	-179.917	141.502
149.740	-224.659	141.542
149.780	-268.464	141.582
149.820	-316.115	141.623
149.860	-360.328	141.664
149.900	-389.413	141.701
149.940	-405.511	141.745
149.980	-406.323	141.785
150.020	-387.462	141.822
150.060	-359.520	141.862
150.100	-326.937	141.906
150.140	-283.478	141.944
150.180	-234.841	141.981
150.220	-182.598	142.022
150.260	-122.730	142.064
150.300	-65.840	142.106
150.340	-18.167	142.144
150.380	20.961	142.191
150.420	50.827	142.225
150.460	70.893	142.264
150.500	84.578	142.306
150.540	92.250	142.346
150.580	79.480	142.383
150.620	37.066	142.426
150.660	-25.344	142.468
150.700	-92.994	142.509
150.740	-153.315	142.547
150.780	-207.823	142.587
150.820	-266.109	142.629
150.860	-324.099	142.666
150.900	-372.141	142.706
150.940	-416.684	142.744
150.980	-455.372	142.790
151.020	-483.258	142.824
151.060	-498.464	142.872
151.100	-499.735	142.907
151.140	-489.067	142.951
151.180	-461.676	142.989
151.220	-420.685	143.028
151.260	-364.719	143.066
151.300	-296.188	143.107
151.340	-222.747	143.148
151.380	-148.110	143.189
151.420	-70.232	143.229
151.460	22.260	143.270
151.500	112.245	143.307
151.540	197.671	143.349
151.580	288.480	143.389
151.620	378.751	143.428
151.660	457.584	143.466
151.700	523.479	143.506
151.740	580.447	143.546
151.780	622.757	143.587
151.820	645.300	143.628
151.860	650.020	143.664
151.900	632.749	143.708
151.940	591.974	143.748
151.980	539.878	143.788
152.020	477.973	143.826
152.060	405.020	143.869
152.100	326.301	143.911
152.140	246.237	143.950
152.180	160.538	143.986
152.220	71.385	144.032
152.260	-15.548	144.071
152.300	-92.176	144.110
152.340	-160.608	144.154
152.380	-212.949	144.188
152.420	-250.260	144.227
152.460	-274.322	144.269
152.500	-285.718	144.309
152.540	-285.357	144.348
152.580	-271.629	144.390
152.620	-247.580	144.428
152.660	-211.203	144.468
152.700	-162.191	144.511
152.740	-111.639	144.550
152.780	-63.886	144.590
152.820	-14.690	144.627
152.860	29.917	144.667
152.900	67.914	144.710
152.940	98.103	144.751
152.980	114.650	144.791
153.020	121.688	144.833
153.060	118.698	144.873
153.100	106.483	144.910
153.140	86.114	144.949
153.180	57.663	144.987
153.220	22.729	145.031
153.260	-19.809	145.069
153.300	-69.114	145.109
153.340	-123.927	145.152
153.380	-176.198	145.191
153.420	-222.800	145.229
153.460	-255.692	145.274
153.500	-278.732	145.310
153.540	-295.118	145.352
153.580	-301.740	145.392
153.620	-295.098	145.433
153.660	-275.468	145.471
153.700	-249.523	145.511
153.740	-212.289	145.550
153.780	-164.424	145.590
153.820	-108.863	145.630
153.860	-46.346	145.669
153.900	14.921	145.713
153.940	69.975	145.756
153.980	124.685	145.793
154.020	176.306	145.830
154.060	213.785	145.871
154.100	233.777	145.912
154.140	245.343	145.950
154.180	250.931	145.992
154.220	245.177	146.034
154.260	231.181	146.073
154.300	211.293	146.109
154.340	178.767	146.153
154.380	136.893	146.198
154.420	84.920	146.232
154.460	28.080	146.272
154.500	-30.139	146.314
154.540	-90.812	146.357
154.580	-146.614	146.398
154.620	-187.937	146.434
154.660	-216.780	146.477
154.700	-231.248	146.514
154.740	-231.115	146.554
154.780	-216.503	146.592
154.820	-188.039	146.634
154.860	-144.863	146.676
154.900	-84.688	146.715
154.940	-16.588	146.754
154.980	56.529	146.794
155.020	132.842	146.833
155.060	210.306	146.874
155.100	284.124	146.915
155.140	354.228	146.959
155.180	416.494	146.998
155.220	468.710	147.037
155.260	500.711	147.079
155.300	508.441	147.119
155.340	506.432	147.156
155.380	500.245	147.199
155.420	484.383	147.237
155.460	453.878	147.279
155.500	407.899	147.317
155.540	347.412	147.355
155.580	268.927	147.393
155.620	183.333	147.438
155.660	87.209	147.481
155.700	-11.511	147.517
155.740	-112.773	147.554
155.780	-214.049	147.601
155.820	-303.363	147.639
155.860	-375.346	147.678
155.900	-424.891	147.715
155.940	-454.308	147.759
155.980	-465.153	147.798
156.020	-464.330	147.837
156.060	-449.695	147.878
156.100	-418.103	147.919
156.140	-374.763	147.954
156.180	-319.050	147.998
156.220	-251.735	148.039
156.260	-175.628	148.078
156.300	-92.388	148.120
156.340	-8.367	148.162
156.380	73.879	148.200
156.420	151.707	148.237
156.460	219.965	148.278
156.500	282.508	148.316
156.540	333.865	148.363
156.580	368.290	148.402
156.620	391.622	148.437
156.660	398.829	148.478
156.700	385.683	148.519
156.740	358.633	148.560
156.780	322.293	148.601
156.820	276.135	148.639
156.860	219.579	148.683
156.900	158.341	148.721
156.940	98.664	148.759
156.980	42.055	148.798
157.020	-15.256	148.840
157.060	-69.510	148.883
157.100	-118.391	148.921
157.140	-155.531	148.961
157.180	-182.571	149.000
157.220	-203.492	149.043
157.260	-217.418	149.081
157.300	-220.998	149.119
157.340	-210.814	149.163
157.380	-189.081	149.201
157.420	-162.500	149.240
157.460	-133.496	149.281
157.500	-96.651	149.320
157.540	-52.086	149.361
157.580	-8.463	149.401
157.620	35.407	149.442
157.660	74.200	149.483
157.700	104.634	149.522
157.740	127.690	149.559
157.780	143.006	149.598
157.820	150.339	149.641
157.860	148.056	149.681
157.900	140.269	149.721
157.940	127.510	149.762
157.980	112.264	149.801
158.020	85.635	149.841
158.060	46.963	149.882
158.100	8.801	149.921
158.140	-26.374	149.963
158.180	-56.560	150.001
158.220	-76.688	150.043
158.260	-94.435	150.080
158.300	-110.674	150.123
158.340	-121.923	150.162
158.380	-127.456	150.206
158.420	-125.264	150.243
158.460	-115.817	150.287
158.500	-98.473	150.325
158.540	-73.962	150.366
158.580	-48.430	150.403
158.620	-21.738	150.440
158.660	8.563	150.481
158.700	41.576	150.525
158.740	76.243	150.563
158.780	107.344	150.605
158.820	129.606	150.645
158.860	139.706	150.685
158.900	135.067	150.726
158.940	114.109	150.767
158.980	72.780	150.801
159.020	17.726	150.844
159.060	-44.702	150.882
159.100	-109.999	150.926
159.140	-183.927	150.965
159.180	-267.321	151.007
159.220	-351.199	151.048
159.260	-430.485	151.083
159.300	-506.164	151.125
159.340	-581.286	151.164
159.380	-648.514	151.205
159.420	-707.740	151.244
159.460	-764.979	151.284
159.500	-809.284	151.326
159.540	-836.093	151.364
159.580	-850.061	151.407
159.620	-860.852	151.447
159.660	-868.172	151.487
159.700	-857.631	151.527
159.740	-810.109	151.565
159.780	-714.333	151.604
159.820	-591.611	151.648
159.860	-467.226	151.689
159.900	-353.631	151.727
159.940	-242.209	151.766
159.980	-127.739	151.805
160.020	-18.887	151.844
160.060	81.247	151.891
160.100	170.563	151.926
160.140	242.783	151.964
160.180	294.651	152.004
160.220	327.207	152.046
160.260	341.028	152.088
160.300	337.973	152.126
160.340	319.409	152.166
160.380	289.850	152.207
160.420	249.827	152.246
160.460	200.559	152.286
160.500	144.729	152.325
160.540	86.082	152.369
160.580	24.689	152.404
160.620	-39.111	152.446
160.660	-98.029	152.486
160.700	-148.310	152.528
160.740	-189.793	152.567
160.780	-222.663	152.610
160.820	-243.335	152.645
160.860	-245.548	152.684
160.900	-234.189	152.728
160.940	-211.637	152.767
160.980	-178.276	152.808
161.020	-136.994	152.844
161.060	-88.077	152.887
161.100	-35.825	152.927
161.140	16.427	152.973
161.180	64.569	153.007
161.220	112.377	153.050
161.260	155.838	153.087
161.300	189.535	153.132
161.340	213.319	153.170
161.380	227.114	153.208
161.420	233.602	153.248
161.460	230.120	153.286
161.500	215.102	153.327
161.540	193.513	153.368
161.580	160.905	153.405
161.620	119.932	153.449
161.660	70.768	153.487
161.700	16.642	153.529
161.740	-32.495	153.567
161.780	-78.405	153.607
161.820	-120.130	153.648
161.860	-154.808	153.689
161.900	-181.673	153.730
161.940	-195.135	153.769
161.980	-197.467	153.810
162.020	-188.857	153.849
162.060	-165.765	153.889
162.100	-138.718	153.932
162.140	-105.771	153.967
162.180	-64.795	154.010
162.220	-17.461	154.050
162.260	31.996	154.087
162.300	82.964	154.132
162.340	135.297	154.170
162.380	189.658	154.212
162.420	239.678	154.253
162.460	280.055	154.295
162.500	306.901	154.331
162.540	320.436	154.374
162.580	323.354	154.411
162.620	314.045	154.448
162.660	295.736	154.489
162.700	262.472	154.536
162.740	216.844	154.573
162.780	160.673	154.615
162.820	97.059	154.655
162.860	26.635	154.696
162.900	-40.551	154.733
162.940	-102.671	154.773
162.980	-155.914	154.814
163.020	-202.334	154.853
163.060	-244.267	154.893
163.100	-275.256	154.930
163.140	-286.216	154.975
163.180	-280.899	155.011
163.220	-268.842	155.055
163.260	-238.643	155.095
163.300	-198.030	155.132
163.340	-145.670	155.175
163.380	-83.115	155.215
163.420	-8.990	155.256
163.460	71.744	155.294
163.500	146.656	155.335
163.540	211.406	155.378
163.580	273.741	155.414
163.620	335.862	155.454
163.660	390.698	155.494
163.700	438.412	155.534
163.740	479.618	155.575
163.780	509.921	155.616
163.820	529.843	155.653
163.860	530.133	155.695
163.900	506.745	155.733
163.940	480.477	155.771
163.980	447.010	155.813
164.020	395.663	155.854
164.060	323.415	155.897
164.100	235.828	155.938
164.140	136.826	155.976
164.180	40.013	156.017
164.220	-57.143	156.053
164.260	-150.455	156.094
164.300	-231.395	156.134
164.340	-297.318	156.176
164.380	-349.021	156.222
164.420	-382.778	156.256
164.460	-399.775	156.296
164.500	-400.392	156.332
164.540	-379.072	156.374
164.580	-344.756	156.414
164.620	-302.299	156.454
164.660	-251.639	156.495
164.700	-190.192	156.536
164.740	-116.730	156.575
164.780	-38.916	156.615
164.820	35.645	156.651
164.860	103.297	156.695
164.900	166.081	156.735
164.940	217.283	156.775
164.980	252.313	156.817
165.020	275.234	156.855
165.060	292.922	156.898
165.100	307.541	156.937
165.140	311.710	156.978
165.180	299.453	157.014
165.220	275.531	157.054
165.260	238.389	157.097
165.300	186.556	157.136
165.340	125.887	157.177
165.380	64.332	157.216
165.420	2.136	157.253
165.460	-65.638	157.300
165.500	-134.652	157.341
165.540	-192.044	157.380
165.580	-232.999	157.413
165.620	-265.378	157.455
165.660	-287.481	157.495
165.700	-295.818	157.536
165.740	-288.500	157.577
165.780	-270.474	157.618
165.820	-246.854	157.656
165.860	-212.693	157.694
165.900	-173.775	157.734
165.940	-133.630	157.777
165.980	-90.475	157.819
166.020	-46.285	157.860
166.060	-4.043	157.896
166.100	34.567	157.938
166.140	70.903	157.979
166.180	102.337	158.017
166.220	124.303	158.058
166.260	135.037	158.095
166.300	132.888	158.136
166.340	121.270	158.180
166.380	102.376	158.216
166.420	74.602	158.255
166.460	40.944	158.297
166.500	0.357	158.335
166.540	-39.960	158.380
166.580	-74.391	158.418
166.620	-104.665	158.458
166.660	-131.018	158.498
166.700	-151.435	158.540
166.740	-168.026	158.577
166.780	-177.003	158.615
166.820	-177.411	158.655
166.860	-164.285	158.697
166.900	-144.842	158.738
166.940	-118.290	158.777
166.980	-83.152	158.815
167.020	-40.931	158.855
167.060	10.736	158.897
167.100	59.891	158.935
167.140	102.048	158.975
167.180	145.311	159.017
167.220	183.048	159.054
167.260	212.933	159.093
167.300	239.541	159.137
167.340	257.277	159.176
167.380	265.448	159.214
167.420	269.268	159.254
167.460	264.234	159.300
167.500	234.037	159.336
167.540	175.488	159.376
167.580	94.548	159.413
167.620	7.066	159.458
167.660	-80.731	159.496
167.700	-164.707	159.534
167.740	-243.284	159.576
167.780	-316.406	159.618
167.820	-393.722	159.658
167.860	-468.903	159.699
167.900	-534.856	159.737
167.940	-575.991	159.779
167.980	-594.491	159.815
168.020	-600.482	159.852
168.060	-584.455	159.899
168.100	-549.437	159.942
168.140	-496.667	159.976
168.180	-428.200	160.018
168.220	-348.486	160.061
168.260	-262.133	160.097
168.300	-170.449	160.134
168.340	-75.047	160.177
168.380	20.303	160.219
168.420	117.225	160.256
168.460	208.636	160.299
168.500	292.843	160.337
168.540	367.217	160.383
168.580	426.183	160.416
168.620	466.310	160.456
168.660	492.546	160.499
168.700	504.546	160.536
168.740	499.301	160.576
168.780	480.259	160.618
168.820	444.427	160.660
168.860	390.767	160.696
168.900	325.976	160.737
168.940	251.757	160.775
168.980	172.499	160.816
169.020	92.221	160.854
169.060	15.602	160.896
169.100	-54.675	160.936
169.140	-117.504	160.975
169.180	-170.085	161.017
169.220	-210.343	161.061
169.260	-237.472	161.096
169.300	-256.053	161.138
169.340	-264.753	161.180
169.380	-257.901	161.215
169.420	-242.667	161.259
169.460	-222.565	161.297
169.500	-188.839	161.336
169.540	-147.164	161.376
169.580	-99.842	161.417
169.620	-49.647	161.459
169.660	4.292	161.499
169.700	55.708	161.537
169.740	100.601	161.577
169.780	137.118	161.620
169.820	154.214	161.659
169.860	152.674	161.698
169.900	147.212	161.743
169.940	131.378	161.779
169.980	108.151	161.816
170.020	78.343	161.855
170.060	45.113	161.900
170.100	6.769	161.940
170.140	-39.002	161.976
170.180	-90.849	162.018
170.220	-145.587	162.060
170.260	-197.602	162.100
170.300	-242.885	162.142
170.340	-280.739	162.176
170.380	-307.195	162.218
170.420	-318.779	162.258
170.460	-322.284	162.297
170.500	-317.495	162.338
170.540	-296.452	162.379
170.580	-268.013	162.420
170.620	-233.895	162.462
170.660	-186.901	162.502
170.700	-132.190	162.539
170.740	-76.735	162.581
170.780	-19.547	162.619
170.820	38.935	162.660
170.860	94.210	162.698
170.900	142.911	162.738
170.940	181.312	162.782
170.980	208.706	162.824
171.020	225.050	162.858
171.060	229.612	162.898
171.100	222.644	162.942
171.140	204.020	162.985
171.180	173.552	163.020
171.220	131.918	163.060
171.260	82.074	163.101
171.300	25.861	163.138
171.340	-35.063	163.182
171.380	-99.662	163.223
171.420	-157.330	163.262
171.460	-202.379	163.307
171.500	-236.908	163.345
171.540	-264.340	163.382
171.580	-278.285	163.422
171.620	-277.034	163.461
171.660	-260.862	163.502
171.700	-230.231	163.543
171.740	-185.342	163.583
171.780	-125.770	163.625
171.820	-44.453	163.664
171.860	53.762	163.700
171.900	156.462	163.746
171.940	257.356	163.781
171.980	359.629	163.821
172.020	470.270	163.862
172.060	577.946	163.904
172.100	672.967	163.944
172.140	731.725	163.982
172.180	737.868	164.024
172.220	708.314	164.061
172.260	675.004	164.100
172.300	640.834	164.141
172.340	596.406	164.181
172.380	543.921	164.222
172.420	485.667	164.262
172.460	417.507	164.302
172.500	338.591	164.338
172.540	249.476	164.380
172.580	154.536	164.423
172.620	59.510	164.462
172.660	-36.494	164.500
172.700	-127.831	164.542
172.740	-212.139	164.582
172.780	-284.887	164.623
172.820	-343.830	164.663
172.860	-387.063	164.703
172.900	-415.022	164.743
172.940	-422.408	164.782
172.980	-409.345	164.822
173.020	-378.887	164.862
173.060	-333.683	164.902
173.100	-275.076	164.944
173.140	-204.791	164.981
173.180	-127.845	165.022
173.220	-46.422	165.062
173.260	37.486	165.103
173.300	111.557	165.142
173.340	178.003	165.182
173.380	233.028	165.220
173.420	277.421	165.259
173.460	310.314	165.300
173.500	330.550	165.342
173.540	340.245	165.384
173.580	339.621	165.426
173.620	331.260	165.467
173.660	309.434	165.506
173.700	273.804	165.540
173.740	223.203	165.580
173.780	165.421	165.624
173.820	108.036	165.668
173.860	55.440	165.703
173.900	11.873	165.749
173.940	-29.027	165.784
