Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
143.140	-1133.108	134.910
143.180	-1315.513	134.951
143.220	-1454.761	134.988
143.260	-1542.784	135.027
143.300	-1560.464	135.068
143.340	-1503.827	135.105
143.380	-1395.602	135.152
143.420	-1243.619	135.191
143.460	-1035.960	135.229
143.500	-797.199	135.271
143.540	-552.763	135.311
143.580	-299.031	135.349
143.620	-20.230	135.392
143.660	299.575	135.435
143.700	596.401	135.474
143.740	843.675	135.510
143.780	1028.974	135.550
143.820	1183.247	135.592
143.860	1298.410	135.628
143.900	1369.670	135.672
143.940	1403.450	135.710
143.980	1389.453	135.756
144.020	1318.673	135.794
144.060	1194.192	135.834
144.100	1023.736	135.873
144.140	786.283	135.916
144.180	501.087	135.955
144.220	216.829	135.993
144.260	-58.398	136.037
144.300	-255.623	136.075
144.340	-411.734	136.117
144.380	-559.850	136.152
144.420	-696.352	136.191
144.460	-831.517	136.238
144.500	-921.240	136.277
144.540	-933.342	136.318
144.580	-892.261	136.354
144.620	-809.240	136.393
144.660	-701.019	136.433
144.700	-569.489	136.474
144.740	-430.387	136.516
144.780	-275.341	136.554
144.820	-115.272	136.598
144.860	35.237	136.636
144.900	176.127	136.678
144.940	313.520	136.719
144.980	432.579	136.756
145.020	524.137	136.799
145.060	597.146	136.836
145.100	638.673	136.876
145.140	638.864	136.920
145.180	591.346	136.958
145.220	497.130	137.003
145.260	372.796	137.040
145.300	241.308	137.083
145.340	115.331	137.118
145.380	-20.053	137.159
145.420	-163.730	137.202
145.460	-316.008	137.244
145.500	-459.535	137.280
145.540	-573.497	137.320
145.580	-649.553	137.363
145.620	-673.238	137.401
145.660	-667.004	137.445
145.700	-626.915	137.486
145.740	-547.731	137.520
145.780	-430.276	137.561
145.820	-271.220	137.607
145.860	-88.767	137.644
145.900	93.291	137.682
145.940	309.311	137.722
145.980	535.674	137.764
146.020	742.698	137.801
146.060	920.628	137.844
146.100	1061.802	137.882
146.140	1165.833	137.925
146.180	1213.946	137.965
146.220	1184.802	138.004
146.260	1110.009	138.045
146.300	1039.859	138.088
146.340	979.297	138.125
146.380	861.942	138.167
146.420	693.902	138.209
146.460	493.903	138.247
146.500	263.926	138.284
146.540	46.119	138.326
146.580	-175.818	138.369
146.620	-412.862	138.402
146.660	-627.376	138.446
146.700	-808.805	138.486
146.740	-949.052	138.529
146.780	-1040.729	138.569
146.820	-1088.215	138.609
146.860	-1088.860	138.649
146.900	-1044.855	138.690
146.940	-925.916	138.729
146.980	-749.062	138.767
147.020	-539.837	138.809
147.060	-295.136	138.850
147.100	-26.374	138.889
147.140	248.122	138.929
147.180	536.206	138.963
147.220	773.773	139.015
147.260	966.332	139.056
147.300	1119.733	139.094
147.340	1266.122	139.127
147.380	1405.796	139.171
147.420	1515.893	139.209
147.460	1575.216	139.250
147.500	1577.636	139.290
147.540	1524.866	139.332
147.580	1421.341	139.375
147.620	1267.234	139.412
147.660	1053.038	139.452
147.700	799.436	139.492
147.740	519.519	139.534
147.780	233.475	139.573
147.820	-55.871	139.614
147.860	-330.441	139.652
147.900	-611.982	139.694
147.940	-891.904	139.733
147.980	-1142.055	139.776
148.020	-1327.500	139.814
148.060	-1446.917	139.855
148.100	-1535.358	139.893
148.140	-1585.684	139.936
148.180	-1591.109	139.976
148.220	-1537.055	140.015
148.260	-1420.367	140.056
148.300	-1261.877	140.092
148.340	-1050.555	140.138
148.380	-792.549	140.178
148.420	-530.362	140.215
148.460	-288.300	140.257
148.500	-62.511	140.295
148.540	148.816	140.334
148.580	341.968	140.378
148.620	496.318	140.414
148.660	609.749	140.454
148.700	698.471	140.497
148.740	780.128	140.543
148.780	851.663	140.579
148.820	858.738	140.620
148.860	784.264	140.657
148.900	661.700	140.699
148.940	514.227	140.739
148.980	370.878	140.778
149.020	218.722	140.814
149.060	60.199	140.862
149.100	-93.849	140.898
149.140	-234.689	140.938
149.180	-353.563	140.980
149.220	-442.145	141.016
149.260	-502.616	141.059
149.300	-527.452	141.099
149.340	-511.258	141.138
149.380	-445.349	141.181
149.420	-335.854	141.220
149.460	-186.282	141.255
149.500	-5.738	141.299
149.540	181.297	141.343
149.580	371.949	141.379
149.620	561.986	141.416
149.660	760.037	141.460
149.700	953.350	141.502
149.740	1109.364	141.541
149.780	1214.547	141.579
149.820	1300.951	141.623
149.860	1353.423	141.662
149.900	1353.786	141.700
149.940	1287.218	141.744
149.980	1169.689	141.783
150.020	1015.602	141.819
150.060	851.794	141.858
150.100	693.644	141.900
150.140	527.525	141.941
150.180	354.707	141.981
150.220	199.313	142.022
150.260	51.772	142.063
150.300	-83.332	142.103
150.340	-189.665	142.143
150.380	-251.456	142.183
150.420	-271.737	142.222
150.460	-247.133	142.264
150.500	-191.584	142.304
150.540	-132.619	142.342
150.580	-27.257	142.384
150.620	149.319	142.425
150.660	361.522	142.464
150.700	571.310	142.503
150.740	754.746	142.546
150.780	906.273	142.589
150.820	1059.034	142.625
150.860	1196.347	142.663
150.900	1288.509	142.704
150.940	1351.458	142.747
150.980	1374.825	142.786
151.020	1353.900	142.821
151.060	1287.793	142.864
151.100	1172.092	142.907
151.140	1000.528	142.947
151.180	777.691	142.984
151.220	526.479	143.028
151.260	262.069	143.066
151.300	-24.260	143.103
151.340	-312.256	143.145
151.380	-564.147	143.187
151.420	-775.387	143.228
151.460	-952.709	143.262
151.500	-1074.428	143.310
151.540	-1156.276	143.347
151.580	-1254.071	143.386
151.620	-1362.240	143.426
151.660	-1434.255	143.469
151.700	-1451.056	143.509
151.740	-1415.837	143.544
151.780	-1327.014	143.585
151.820	-1181.749	143.628
151.860	-984.911	143.667
151.900	-742.866	143.708
151.940	-461.112	143.747
151.980	-143.117	143.785
152.020	203.722	143.825
152.060	572.117	143.864
152.100	943.098	143.905
152.140	1286.469	143.949
152.180	1549.652	143.987
152.220	1683.727	144.026
152.260	1667.232	144.065
152.300	1563.468	144.108
152.340	1480.660	144.146
152.380	1408.878	144.184
152.420	1309.647	144.225
152.460	1186.026	144.266
152.500	1040.417	144.304
152.540	881.581	144.348
152.580	707.147	144.386
152.620	521.406	144.426
152.660	327.635	144.466
152.700	128.605	144.507
152.740	-57.552	144.548
152.780	-221.516	144.584
152.820	-368.092	144.627
152.860	-478.081	144.670
152.900	-563.010	144.708
152.940	-622.430	144.747
152.980	-634.994	144.790
153.020	-616.355	144.830
153.060	-569.641	144.866
153.100	-492.410	144.908
153.140	-398.879	144.951
153.180	-306.264	144.986
153.220	-210.819	145.033
153.260	-101.419	145.069
153.300	16.679	145.108
153.340	131.586	145.151
153.380	228.419	145.189
153.420	301.152	145.231
153.460	336.143	145.269
153.500	349.097	145.309
153.540	340.563	145.350
153.580	305.338	145.389
153.620	239.910	145.430
153.660	147.484	145.469
153.700	44.138	145.513
153.740	-72.902	145.549
153.780	-200.246	145.585
153.820	-326.716	145.629
153.860	-443.158	145.669
153.900	-549.085	145.711
153.940	-642.854	145.749
153.980	-714.829	145.792
154.020	-774.761	145.832
154.060	-812.053	145.871
154.100	-820.853	145.912
154.140	-798.577	145.948
154.180	-734.643	145.990
154.220	-632.592	146.036
154.260	-505.016	146.070
154.300	-347.354	146.110
154.340	-152.236	146.151
154.380	44.009	146.192
154.420	242.844	146.233
154.460	419.926	146.275
154.500	571.550	146.314
154.540	712.139	146.351
154.580	813.279	146.393
154.620	863.419	146.435
154.660	865.819	146.472
154.700	816.790	146.510
154.740	712.848	146.554
154.780	564.627	146.593
154.820	380.382	146.635
154.860	160.971	146.674
154.900	-106.598	146.710
154.940	-388.372	146.751
154.980	-662.334	146.793
155.020	-918.160	146.832
155.060	-1142.132	146.872
155.100	-1315.678	146.914
155.140	-1420.557	146.951
155.180	-1457.613	146.991
155.220	-1447.970	147.033
155.260	-1397.817	147.074
155.300	-1294.937	147.117
155.340	-1161.133	147.160
155.380	-1013.365	147.199
155.420	-836.865	147.236
155.460	-625.656	147.273
155.500	-379.901	147.311
155.540	-109.429	147.356
155.580	171.348	147.398
155.620	436.336	147.434
155.660	683.639	147.474
155.700	891.438	147.518
155.740	1057.747	147.557
155.780	1199.843	147.595
155.820	1313.306	147.638
155.860	1392.408	147.679
155.900	1434.635	147.714
155.940	1446.735	147.759
155.980	1408.331	147.799
156.020	1303.010	147.836
156.060	1130.657	147.873
156.100	889.341	147.917
156.140	613.542	147.957
156.180	328.971	147.994
156.220	44.971	148.032
156.260	-237.876	148.077
156.300	-511.327	148.117
156.340	-753.837	148.156
156.380	-959.927	148.196
156.420	-1117.227	148.240
156.460	-1219.908	148.276
156.500	-1293.244	148.316
156.540	-1310.580	148.359
156.580	-1277.249	148.402
156.620	-1231.853	148.435
156.660	-1150.347	148.477
156.700	-1020.946	148.519
156.740	-846.550	148.558
156.780	-656.477	148.597
156.820	-460.388	148.637
156.860	-256.238	148.677
156.900	-54.868	148.715
156.940	121.540	148.758
156.980	264.162	148.799
157.020	383.170	148.836
157.060	477.843	148.878
157.100	542.869	148.918
157.140	571.570	148.958
157.180	564.746	149.000
157.220	533.162	149.040
157.260	479.941	149.079
157.300	410.029	149.118
157.340	322.965	149.158
157.380	226.678	149.196
157.420	136.461	149.238
157.460	45.070	149.281
157.500	-59.881	149.320
157.540	-166.749	149.355
157.580	-248.283	149.395
157.620	-313.026	149.436
157.660	-356.611	149.482
157.700	-373.227	149.520
157.740	-360.050	149.554
157.780	-318.313	149.600
157.820	-251.146	149.640
157.860	-162.583	149.679
157.900	-64.700	149.717
157.940	37.004	149.755
157.980	143.769	149.799
158.020	256.416	149.843
158.060	377.049	149.882
158.100	491.961	149.921
158.140	590.556	149.963
158.180	667.034	150.002
158.220	712.038	150.042
158.260	717.168	150.081
158.300	687.364	150.120
158.340	631.456	150.160
158.380	548.388	150.203
158.420	435.935	150.241
158.460	302.477	150.279
158.500	152.199	150.322
158.540	1.541	150.365
158.580	-135.261	150.404
158.620	-247.307	150.438
158.660	-343.148	150.481
158.700	-416.810	150.522
158.740	-471.365	150.562
158.780	-495.362	150.602
158.820	-483.914	150.642
158.860	-438.836	150.682
158.900	-353.105	150.724
158.940	-227.071	150.760
158.980	-64.973	150.802
159.020	128.369	150.843
159.060	315.560	150.883
159.100	461.876	150.925
159.140	588.093	150.963
159.180	755.285	151.002
159.220	956.636	151.043
159.260	1161.063	151.082
159.300	1346.334	151.119
159.340	1508.830	151.166
159.380	1620.367	151.205
159.420	1656.567	151.243
159.460	1642.671	151.283
159.500	1566.103	151.324
159.540	1414.178	151.363
159.580	1208.637	151.403
159.620	977.536	151.445
159.660	717.830	151.486
159.700	433.014	151.521
159.740	143.533	151.564
159.780	-157.699	151.601
159.820	-456.247	151.642
159.860	-729.417	151.685
159.900	-968.408	151.725
159.940	-1174.131	151.762
159.980	-1347.287	151.805
160.020	-1479.457	151.843
160.060	-1568.779	151.880
160.100	-1643.091	151.923
160.140	-1707.874	151.964
160.180	-1716.253	152.006
160.220	-1629.205	152.045
160.260	-1444.554	152.085
160.300	-1204.740	152.126
160.340	-924.104	152.164
160.380	-639.819	152.206
160.420	-369.355	152.245
160.460	-113.390	152.284
160.500	124.851	152.323
160.540	335.284	152.363
160.580	511.463	152.410
160.620	661.895	152.444
160.660	778.586	152.486
160.700	847.729	152.523
160.740	875.345	152.564
160.780	870.606	152.605
160.820	832.057	152.647
160.860	753.568	152.684
160.900	653.199	152.723
160.940	542.548	152.767
160.980	408.138	152.807
161.020	258.505	152.844
161.060	94.267	152.888
161.100	-75.251	152.925
161.140	-233.356	152.965
161.180	-366.191	153.007
161.220	-471.784	153.046
161.260	-536.220	153.088
161.300	-562.016	153.127
161.340	-554.970	153.166
161.380	-518.341	153.205
161.420	-457.150	153.244
161.460	-374.706	153.285
161.500	-270.315	153.330
161.540	-157.968	153.367
161.580	-45.324	153.408
161.620	67.706	153.444
161.660	169.658	153.489
161.700	264.390	153.530
161.740	339.332	153.566
161.780	393.276	153.608
161.820	426.757	153.648
161.860	435.535	153.687
161.900	410.861	153.730
161.940	351.278	153.768
161.980	260.960	153.808
162.020	146.292	153.848
162.060	9.503	153.890
162.100	-117.746	153.927
162.140	-246.642	153.970
162.180	-384.158	154.009
162.220	-518.027	154.049
162.260	-621.665	154.091
162.300	-700.498	154.129
162.340	-760.345	154.169
162.380	-798.346	154.209
162.420	-809.540	154.249
162.460	-791.442	154.290
162.500	-732.624	154.330
162.540	-630.173	154.371
162.580	-500.430	154.412
162.620	-343.843	154.447
162.660	-171.011	154.488
162.700	0.693	154.528
162.740	171.657	154.568
162.780	326.615	154.613
162.820	471.774	154.652
162.860	624.915	154.691
162.900	763.500	154.729
162.940	871.597	154.770
162.980	933.214	154.812
163.020	951.716	154.853
163.060	939.559	154.891
163.100	891.268	154.931
163.140	787.268	154.971
163.180	646.739	155.009
163.220	507.769	155.049
163.260	328.502	155.090
163.300	129.169	155.129
163.340	-76.982	155.171
163.380	-279.630	155.211
163.420	-472.465	155.251
163.460	-667.650	155.288
163.500	-834.881	155.331
163.540	-927.360	155.369
163.580	-959.307	155.410
163.620	-968.193	155.452
163.660	-929.656	155.493
163.700	-857.842	155.532
163.740	-758.780	155.569
163.780	-639.320	155.608
163.820	-498.511	155.654
163.860	-319.770	155.690
163.900	-76.242	155.731
163.940	169.015	155.771
163.980	389.784	155.813
164.020	587.027	155.850
164.060	783.693	155.889
164.100	966.277	155.933
164.140	1141.371	155.972
164.180	1283.111	156.012
164.220	1380.592	156.053
164.260	1427.656	156.095
164.300	1415.965	156.133
164.340	1349.219	156.172
164.380	1248.527	156.211
164.420	1120.722	156.252
164.460	961.702	156.293
164.500	791.898	156.334
164.540	612.130	156.375
164.580	417.678	156.414
164.620	222.481	156.451
164.660	33.686	156.493
164.700	-172.796	156.531
164.740	-386.826	156.576
164.780	-585.893	156.613
164.820	-761.966	156.657
164.860	-896.365	156.696
164.900	-996.740	156.734
164.940	-1043.247	156.772
164.980	-1021.689	156.816
165.020	-935.353	156.857
165.060	-814.175	156.892
165.100	-682.120	156.933
165.140	-538.162	156.974
165.180	-384.232	157.016
165.220	-224.667	157.056
165.260	-55.216	157.094
165.300	126.480	157.135
165.340	293.365	157.178
165.380	420.152	157.216
165.420	511.152	157.255
165.460	591.074	157.296
165.500	650.833	157.335
165.540	671.839	157.374
165.580	654.050	157.416
165.620	612.542	157.453
165.660	546.020	157.493
165.700	457.775	157.534
165.740	346.935	157.573
165.780	224.016	157.613
165.820	99.722	157.659
165.860	-27.322	157.693
165.900	-152.629	157.735
165.940	-260.577	157.775
165.980	-348.084	157.818
166.020	-412.501	157.855
166.060	-462.014	157.894
166.100	-483.301	157.936
166.140	-473.503	157.976
166.180	-443.177	158.015
166.220	-380.519	158.055
166.260	-292.835	158.098
166.300	-188.420	158.136
166.340	-81.496	158.180
166.380	30.087	158.216
166.420	148.066	158.259
166.460	259.835	158.298
166.500	364.079	158.336
166.540	439.961	158.374
166.580	476.520	158.418
166.620	477.217	158.458
166.660	448.453	158.497
166.700	393.334	158.535
166.740	322.557	158.579
166.780	236.481	158.617
166.820	123.989	158.657
166.860	-17.111	158.696
166.900	-164.570	158.734
166.940	-310.444	158.774
166.980	-446.806	158.813
167.020	-568.903	158.860
167.060	-697.165	158.896
167.100	-808.718	158.937
167.140	-870.864	158.978
167.180	-885.900	159.016
167.220	-858.001	159.056
167.260	-787.879	159.095
167.300	-696.583	159.131
167.340	-575.770	159.176
167.380	-432.555	159.217
167.420	-290.542	159.253
167.460	-164.344	159.294
167.500	-19.016	159.334
167.540	152.859	159.373
167.580	343.000	159.414
167.620	539.795	159.452
167.660	721.842	159.499
167.700	861.552	159.537
167.740	952.601	159.573
167.780	999.678	159.617
167.820	1018.690	159.659
167.860	1012.958	159.698
167.900	977.446	159.736
167.940	907.871	159.776
167.980	808.851	159.817
168.020	722.077	159.856
168.060	662.290	159.894
168.100	589.534	159.938
168.140	465.065	159.977
168.180	257.338	160.014
168.220	4.826	160.052
168.260	-249.174	160.100
168.300	-482.941	160.135
168.340	-685.098	160.175
168.380	-844.964	160.215
168.420	-963.328	160.255
168.460	-1031.255	160.297
168.500	-1049.138	160.337
168.540	-1022.771	160.375
168.580	-954.169	160.417
168.620	-835.035	160.455
168.660	-676.188	160.493
168.700	-483.345	160.533
168.740	-261.288	160.578
168.780	-18.891	160.616
168.820	217.732	160.655
168.860	440.987	160.698
168.900	637.328	160.734
168.940	807.803	160.776
168.980	947.010	160.814
169.020	1053.891	160.855
169.060	1116.373	160.896
169.100	1128.448	160.938
169.140	1116.053	160.975
169.180	1073.929	161.011
169.220	999.047	161.058
169.260	894.047	161.096
169.300	767.993	161.134
169.340	622.951	161.175
169.380	457.029	161.216
169.420	287.685	161.258
169.460	136.920	161.291
169.500	-12.999	161.339
169.540	-153.787	161.378
169.580	-271.616	161.421
169.620	-359.777	161.453
169.660	-431.526	161.500
169.700	-492.828	161.539
169.740	-536.377	161.580
169.780	-571.503	161.617
169.820	-562.440	161.657
169.860	-468.622	161.698
169.900	-346.353	161.738
169.940	-207.652	161.778
169.980	-63.880	161.820
170.020	74.785	161.854
170.060	195.905	161.894
170.100	296.701	161.940
170.140	388.046	161.979
170.180	458.952	162.019
170.220	503.304	162.053
170.260	521.102	162.104
170.300	510.314	162.139
170.340	472.526	162.180
170.380	403.270	162.217
170.420	297.643	162.260
170.460	168.793	162.301
170.500	34.098	162.336
170.540	-116.453	162.374
170.580	-276.122	162.417
170.620	-417.698	162.456
170.660	-537.820	162.498
170.700	-645.073	162.533
170.740	-717.123	162.578
170.780	-756.651	162.618
170.820	-774.368	162.658
170.860	-761.702	162.699
170.900	-724.201	162.736
170.940	-650.960	162.776
170.980	-542.776	162.820
171.020	-414.327	162.857
171.060	-269.780	162.897
171.100	-111.681	162.936
171.140	49.428	162.980
171.180	197.116	163.017
171.220	337.553	163.058
171.260	461.158	163.098
171.300	559.188	163.138
171.340	628.178	163.182
171.380	673.046	163.222
171.420	686.555	163.263
171.460	658.360	163.299
171.500	575.847	163.337
171.540	449.088	163.376
171.580	288.480	163.414
171.620	106.243	163.456
171.660	-86.341	163.501
171.700	-287.861	163.540
171.740	-497.829	163.579
171.780	-694.619	163.615
171.820	-893.089	163.661
171.860	-1072.688	163.698
171.900	-1196.728	163.736
171.940	-1271.818	163.780
171.980	-1321.608	163.821
172.020	-1359.139	163.859
172.060	-1359.951	163.898
172.100	-1314.790	163.937
172.140	-1232.471	163.980
172.180	-1119.564	164.021
172.220	-976.086	164.059
172.260	-792.801	164.100
172.300	-575.860	164.139
172.340	-328.644	164.182
172.380	-63.550	164.219
172.420	199.543	164.261
172.460	440.673	164.298
172.500	653.765	164.337
172.540	835.347	164.381
172.580	979.843	164.423
172.620	1084.060	164.460
172.660	1151.932	164.498
172.700	1181.833	164.541
172.740	1166.250	164.585
